No,Country,Latitude,Longitude,Crop,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
15258,Indonesia,-0.7893,113.9213,Soybeans,2010,13726,2702,1597,25.57
15259,Indonesia,-0.7893,113.9213,Soybeans,2010,13726,2702,1597,27.25
15260,Indonesia,-0.7893,113.9213,Soybeans,2010,13726,2702,1597,27.69
15261,Indonesia,-0.7893,113.9213,Soybeans,2010,13726,2702,1597,27.46
15262,Indonesia,-0.7893,113.9213,Soybeans,2010,13726,2702,1597,26.94
15263,Indonesia,-0.7893,113.9213,Soybeans,2010,13726,2702,1597,27.55
15345,Indonesia,-0.7893,113.9213,Cassava,2013,224601,2702,1597,27.34
15346,Indonesia,-0.7893,113.9213,Cassava,2013,224601,2702,1597,26.72
14765,Indonesia,-0.7893,113.9213,Sweet potatoes,1995,94939,2702,1597,27.32
15348,Indonesia,-0.7893,113.9213,Maize,2013,48441,2702,1597,25.48
15349,Indonesia,-0.7893,113.9213,Maize,2013,48441,2702,1597,27.37
15350,Indonesia,-0.7893,113.9213,Maize,2013,48441,2702,1597,27.88
15351,Indonesia,-0.7893,113.9213,Maize,2013,48441,2702,1597,27.34
15352,Indonesia,-0.7893,113.9213,Maize,2013,48441,2702,1597,26.72
15353,Indonesia,-0.7893,113.9213,Maize,2013,48441,2702,1597,27.3
14800,Indonesia,-0.7893,113.9213,Sweet potatoes,1996,113547,2702,1597,26.83
14801,Indonesia,-0.7893,113.9213,Sweet potatoes,1996,113547,2702,1597,27.53
14880,Indonesia,-0.7893,113.9213,Maize,1999,26629,2702,1597,25.26
14881,Indonesia,-0.7893,113.9213,Maize,1999,26629,2702,1597,27.01
14882,Indonesia,-0.7893,113.9213,Maize,1999,26629,2702,1597,26.82
14883,Indonesia,-0.7893,113.9213,Maize,1999,26629,2702,1597,27.17
14884,Indonesia,-0.7893,113.9213,Maize,1999,26629,2702,1597,26.62
14885,Indonesia,-0.7893,113.9213,Maize,1999,26629,2702,1597,27.32
14886,Indonesia,-0.7893,113.9213,Potatoes,1999,147199,2702,1597,25.26
14887,Indonesia,-0.7893,113.9213,Potatoes,1999,147199,2702,1597,27.01
15333,Indonesia,-0.7893,113.9213,Soybeans,2012,14854,2702,1597,27.49
15334,Indonesia,-0.7893,113.9213,Soybeans,2012,14854,2702,1597,26.87
15335,Indonesia,-0.7893,113.9213,Soybeans,2012,14854,2702,1597,27.48
15336,Indonesia,-0.7893,113.9213,Sweet potatoes,2012,139290,2702,1597,25.59
15337,Indonesia,-0.7893,113.9213,Sweet potatoes,2012,139290,2702,1597,27.36
15338,Indonesia,-0.7893,113.9213,Sweet potatoes,2012,139290,2702,1597,27.37
15339,Indonesia,-0.7893,113.9213,Sweet potatoes,2012,139290,2702,1597,27.49
15340,Indonesia,-0.7893,113.9213,Sweet potatoes,2012,139290,2702,1597,26.87
15192,Indonesia,-0.7893,113.9213,Sweet potatoes,2008,107743,2702,1597,25.32
15007,Indonesia,-0.7893,113.9213,Soybeans,2002,12360,2702,1597,27.4
15008,Indonesia,-0.7893,113.9213,Soybeans,2002,12360,2702,1597,27.5
15009,Indonesia,-0.7893,113.9213,Soybeans,2002,12360,2702,1597,27.49
15149,Indonesia,-0.7893,113.9213,"Rice, paddy",2007,47052,2702,1597,27.49
15150,Indonesia,-0.7893,113.9213,Soybeans,2007,12908,2702,1597,25.5
15148,Indonesia,-0.7893,113.9213,"Rice, paddy",2007,47052,2702,1597,26.88
15013,Indonesia,-0.7893,113.9213,Sweet potatoes,2002,99940,2702,1597,27.4
14658,Indonesia,-0.7893,113.9213,Cassava,1993,123323,2702,1597,25.46
14659,Indonesia,-0.7893,113.9213,Cassava,1993,123323,2702,1597,27.04
15016,Indonesia,-0.7893,113.9213,Sweet potatoes,2002,99940,2702,1597,27.01
15017,Indonesia,-0.7893,113.9213,Sweet potatoes,2002,99940,2702,1597,27.71
15344,Indonesia,-0.7893,113.9213,Cassava,2013,224601,2702,1597,27.88
14841,Indonesia,-0.7893,113.9213,Cassava,1998,121925,2702,1597,27.77
14842,Indonesia,-0.7893,113.9213,Cassava,1998,121925,2702,1597,27.28
15347,Indonesia,-0.7893,113.9213,Cassava,2013,224601,2702,1597,27.3
14613,Indonesia,-0.7893,113.9213,Soybeans,1991,11369,2702,3259,27.05
14614,Indonesia,-0.7893,113.9213,Soybeans,1991,11369,2702,3259,26.61
14615,Indonesia,-0.7893,113.9213,Soybeans,1991,11369,2702,3259,27.21
14616,Indonesia,-0.7893,113.9213,Sweet potatoes,1991,95150,2702,3259,25.27
14617,Indonesia,-0.7893,113.9213,Sweet potatoes,1991,95150,2702,3259,27.04
14618,Indonesia,-0.7893,113.9213,Sweet potatoes,1991,95150,2702,3259,26.92
15354,Indonesia,-0.7893,113.9213,Potatoes,2013,160184,2702,1597,25.48
15324,Indonesia,-0.7893,113.9213,"Rice, paddy",2012,51360,2702,1597,25.59
15325,Indonesia,-0.7893,113.9213,"Rice, paddy",2012,51360,2702,1597,27.36
15326,Indonesia,-0.7893,113.9213,"Rice, paddy",2012,51360,2702,1597,27.37
15177,Indonesia,-0.7893,113.9213,Potatoes,2008,166719,2702,1597,27.18
15178,Indonesia,-0.7893,113.9213,Potatoes,2008,166719,2702,1597,26.65
15179,Indonesia,-0.7893,113.9213,Potatoes,2008,166719,2702,1597,27.34
15180,Indonesia,-0.7893,113.9213,"Rice, paddy",2008,48948,2702,1597,25.32
15181,Indonesia,-0.7893,113.9213,"Rice, paddy",2008,48948,2702,1597,26.97
15182,Indonesia,-0.7893,113.9213,"Rice, paddy",2008,48948,2702,1597,27.03
15364,Indonesia,-0.7893,113.9213,"Rice, paddy",2013,51520,2702,1597,26.72
15365,Indonesia,-0.7893,113.9213,"Rice, paddy",2013,51520,2702,1597,27.3
15366,Indonesia,-0.7893,113.9213,Soybeans,2013,14161,2702,1597,25.48
15090,Indonesia,-0.7893,113.9213,Cassava,2006,162829,2702,1597,25.66
15091,Indonesia,-0.7893,113.9213,Cassava,2006,162829,2702,1597,27.39
15092,Indonesia,-0.7893,113.9213,Cassava,2006,162829,2702,1597,27.21
15093,Indonesia,-0.7893,113.9213,Cassava,2006,162829,2702,1597,27.55
15094,Indonesia,-0.7893,113.9213,Cassava,2006,162829,2702,1597,26.98
15095,Indonesia,-0.7893,113.9213,Cassava,2006,162829,2702,1597,27.55
15096,Indonesia,-0.7893,113.9213,Maize,2006,34699,2702,1597,25.66
15097,Indonesia,-0.7893,113.9213,Maize,2006,34699,2702,1597,27.39
15098,Indonesia,-0.7893,113.9213,Maize,2006,34699,2702,1597,27.21
15010,Indonesia,-0.7893,113.9213,Soybeans,2002,12360,2702,1597,27.01
15011,Indonesia,-0.7893,113.9213,Soybeans,2002,12360,2702,1597,27.71
15012,Indonesia,-0.7893,113.9213,Sweet potatoes,2002,99940,2702,1597,25.64
14604,Indonesia,-0.7893,113.9213,"Rice, paddy",1991,43465,2702,3259,25.27
14605,Indonesia,-0.7893,113.9213,"Rice, paddy",1991,43465,2702,3259,27.04
14606,Indonesia,-0.7893,113.9213,"Rice, paddy",1991,43465,2702,3259,26.92
14838,Indonesia,-0.7893,113.9213,Cassava,1998,121925,2702,1597,25.81
14839,Indonesia,-0.7893,113.9213,Cassava,1998,121925,2702,1597,27.58
14840,Indonesia,-0.7893,113.9213,Cassava,1998,121925,2702,1597,27.72
15343,Indonesia,-0.7893,113.9213,Cassava,2013,224601,2702,1597,27.37
15359,Indonesia,-0.7893,113.9213,Potatoes,2013,160184,2702,1597,27.3
14843,Indonesia,-0.7893,113.9213,Cassava,1998,121925,2702,1597,27.9
15264,Indonesia,-0.7893,113.9213,Sweet potatoes,2010,113272,2702,1597,25.57
14844,Indonesia,-0.7893,113.9213,Maize,1998,26526,2702,1597,25.81
15217,Indonesia,-0.7893,113.9213,"Rice, paddy",2009,49985,2702,1597,27.31
15218,Indonesia,-0.7893,113.9213,"Rice, paddy",2009,49985,2702,1597,27.3
15219,Indonesia,-0.7893,113.9213,"Rice, paddy",2009,49985,2702,1597,27.63
15220,Indonesia,-0.7893,113.9213,"Rice, paddy",2009,49985,2702,1597,26.98
14619,Indonesia,-0.7893,113.9213,Sweet potatoes,1991,95150,2702,3259,27.05
15355,Indonesia,-0.7893,113.9213,Potatoes,2013,160184,2702,1597,27.37
15356,Indonesia,-0.7893,113.9213,Potatoes,2013,160184,2702,1597,27.88
15357,Indonesia,-0.7893,113.9213,Potatoes,2013,160184,2702,1597,27.34
15358,Indonesia,-0.7893,113.9213,Potatoes,2013,160184,2702,1597,26.72
15191,Indonesia,-0.7893,113.9213,Soybeans,2008,13119,2702,1597,27.34
15360,Indonesia,-0.7893,113.9213,"Rice, paddy",2013,51520,2702,1597,25.48
14586,Indonesia,-0.7893,113.9213,Cassava,1991,120946,2702,3259,25.27
14587,Indonesia,-0.7893,113.9213,Cassava,1991,120946,2702,3259,27.04
15363,Indonesia,-0.7893,113.9213,"Rice, paddy",2013,51520,2702,1597,27.34
15231,Indonesia,-0.7893,113.9213,Sweet potatoes,2009,111920,2702,1597,27.63
15183,Indonesia,-0.7893,113.9213,"Rice, paddy",2008,48948,2702,1597,27.18
15184,Indonesia,-0.7893,113.9213,"Rice, paddy",2008,48948,2702,1597,26.65
14584,Indonesia,-0.7893,113.9213,Sweet potatoes,1990,94450,2702,2432,26.79
14585,Indonesia,-0.7893,113.9213,Sweet potatoes,1990,94450,2702,2432,27.47
15188,Indonesia,-0.7893,113.9213,Soybeans,2008,13119,2702,1597,27.03
15189,Indonesia,-0.7893,113.9213,Soybeans,2008,13119,2702,1597,27.18
15190,Indonesia,-0.7893,113.9213,Soybeans,2008,13119,2702,1597,26.65
15225,Indonesia,-0.7893,113.9213,Soybeans,2009,13483,2702,1597,27.63
14748,Indonesia,-0.7893,113.9213,"Rice, paddy",1995,43487,2702,1597,25.46
15193,Indonesia,-0.7893,113.9213,Sweet potatoes,2008,107743,2702,1597,26.97
15194,Indonesia,-0.7893,113.9213,Sweet potatoes,2008,107743,2702,1597,27.03
15099,Indonesia,-0.7893,113.9213,Maize,2006,34699,2702,1597,27.55
15100,Indonesia,-0.7893,113.9213,Maize,2006,34699,2702,1597,26.98
14603,Indonesia,-0.7893,113.9213,Potatoes,1991,132721,2702,3259,27.21
14754,Indonesia,-0.7893,113.9213,Soybeans,1995,11371,2702,1597,25.46
14755,Indonesia,-0.7893,113.9213,Soybeans,1995,11371,2702,1597,27.15
14756,Indonesia,-0.7893,113.9213,Soybeans,1995,11371,2702,1597,27.08
15014,Indonesia,-0.7893,113.9213,Sweet potatoes,2002,99940,2702,1597,27.5
15015,Indonesia,-0.7893,113.9213,Sweet potatoes,2002,99940,2702,1597,27.49
15342,Indonesia,-0.7893,113.9213,Cassava,2013,224601,2702,1597,25.48
14687,Indonesia,-0.7893,113.9213,Soybeans,1993,11621,2702,1597,27.51
15226,Indonesia,-0.7893,113.9213,Soybeans,2009,13483,2702,1597,26.98
15227,Indonesia,-0.7893,113.9213,Soybeans,2009,13483,2702,1597,27.69
15228,Indonesia,-0.7893,113.9213,Sweet potatoes,2009,111920,2702,1597,25.54
15125,Indonesia,-0.7893,113.9213,Sweet potatoes,2006,105267,2702,1597,27.55
14845,Indonesia,-0.7893,113.9213,Maize,1998,26526,2702,1597,27.58
14794,Indonesia,-0.7893,113.9213,Soybeans,1996,11915,2702,1597,26.83
14795,Indonesia,-0.7893,113.9213,Soybeans,1996,11915,2702,1597,27.53
15269,Indonesia,-0.7893,113.9213,Sweet potatoes,2010,113272,2702,1597,27.55
15221,Indonesia,-0.7893,113.9213,"Rice, paddy",2009,49985,2702,1597,27.69
14620,Indonesia,-0.7893,113.9213,Sweet potatoes,1991,95150,2702,3259,26.61
14621,Indonesia,-0.7893,113.9213,Sweet potatoes,1991,95150,2702,3259,27.21
14879,Indonesia,-0.7893,113.9213,Cassava,1999,121763,2702,1597,27.32
15224,Indonesia,-0.7893,113.9213,Soybeans,2009,13483,2702,1597,27.3
14747,Indonesia,-0.7893,113.9213,Potatoes,1995,165939,2702,1597,27.32
14688,Indonesia,-0.7893,113.9213,Sweet potatoes,1993,93183,2702,1597,25.46
14749,Indonesia,-0.7893,113.9213,"Rice, paddy",1995,43487,2702,1597,27.15
14750,Indonesia,-0.7893,113.9213,"Rice, paddy",1995,43487,2702,1597,27.08
15230,Indonesia,-0.7893,113.9213,Sweet potatoes,2009,111920,2702,1597,27.3
15238,Indonesia,-0.7893,113.9213,Cassava,2010,202174,2702,1597,26.94
14653,Indonesia,-0.7893,113.9213,Sweet potatoes,1992,94481,2702,825,26.96
14654,Indonesia,-0.7893,113.9213,Sweet potatoes,1992,94481,2702,825,27.01
14655,Indonesia,-0.7893,113.9213,Sweet potatoes,1992,94481,2702,825,27.2
14656,Indonesia,-0.7893,113.9213,Sweet potatoes,1992,94481,2702,825,26.72
14657,Indonesia,-0.7893,113.9213,Sweet potatoes,1992,94481,2702,825,27.4
14686,Indonesia,-0.7893,113.9213,Soybeans,1993,11621,2702,1597,26.88
15186,Indonesia,-0.7893,113.9213,Soybeans,2008,13119,2702,1597,25.32
14672,Indonesia,-0.7893,113.9213,Potatoes,1993,158338,2702,1597,26.9
14673,Indonesia,-0.7893,113.9213,Potatoes,1993,158338,2702,1597,27.21
15234,Indonesia,-0.7893,113.9213,Cassava,2010,202174,2702,1597,25.57
15235,Indonesia,-0.7893,113.9213,Cassava,2010,202174,2702,1597,27.25
15195,Indonesia,-0.7893,113.9213,Sweet potatoes,2008,107743,2702,1597,27.18
15196,Indonesia,-0.7893,113.9213,Sweet potatoes,2008,107743,2702,1597,26.65
15147,Indonesia,-0.7893,113.9213,"Rice, paddy",2007,47052,2702,1597,27.29
15254,Indonesia,-0.7893,113.9213,"Rice, paddy",2010,50153,2702,1597,27.69
15255,Indonesia,-0.7893,113.9213,"Rice, paddy",2010,50153,2702,1597,27.46
15253,Indonesia,-0.7893,113.9213,"Rice, paddy",2010,50153,2702,1597,27.25
14757,Indonesia,-0.7893,113.9213,Soybeans,1995,11371,2702,1597,27.28
15223,Indonesia,-0.7893,113.9213,Soybeans,2009,13483,2702,1597,27.31
14877,Indonesia,-0.7893,113.9213,Cassava,1999,121763,2702,1597,27.17
15187,Indonesia,-0.7893,113.9213,Soybeans,2008,13119,2702,1597,26.97
14594,Indonesia,-0.7893,113.9213,Maize,1991,21505,2702,3259,26.92
15244,Indonesia,-0.7893,113.9213,Maize,2010,44359,2702,1597,26.94
14689,Indonesia,-0.7893,113.9213,Sweet potatoes,1993,93183,2702,1597,27.04
15229,Indonesia,-0.7893,113.9213,Sweet potatoes,2009,111920,2702,1597,27.31
14792,Indonesia,-0.7893,113.9213,Soybeans,1996,11915,2702,1597,27
14793,Indonesia,-0.7893,113.9213,Soybeans,1996,11915,2702,1597,27.2
15266,Indonesia,-0.7893,113.9213,Sweet potatoes,2010,113272,2702,1597,27.69
15267,Indonesia,-0.7893,113.9213,Sweet potatoes,2010,113272,2702,1597,27.46
14875,Indonesia,-0.7893,113.9213,Cassava,1999,121763,2702,1597,27.01
15222,Indonesia,-0.7893,113.9213,Soybeans,2009,13483,2702,1597,25.54
15185,Indonesia,-0.7893,113.9213,"Rice, paddy",2008,48948,2702,1597,27.34
14684,Indonesia,-0.7893,113.9213,Soybeans,1993,11621,2702,1597,26.9
14878,Indonesia,-0.7893,113.9213,Cassava,1999,121763,2702,1597,26.62
14593,Indonesia,-0.7893,113.9213,Maize,1991,21505,2702,3259,27.04
15243,Indonesia,-0.7893,113.9213,Maize,2010,44359,2702,1597,27.46
15242,Indonesia,-0.7893,113.9213,Maize,2010,44359,2702,1597,27.69
14690,Indonesia,-0.7893,113.9213,Sweet potatoes,1993,93183,2702,1597,26.9
15237,Indonesia,-0.7893,113.9213,Cassava,2010,202174,2702,1597,27.46
14752,Indonesia,-0.7893,113.9213,"Rice, paddy",1995,43487,2702,1597,26.74
14680,Indonesia,-0.7893,113.9213,"Rice, paddy",1993,43750,2702,1597,26.88
14681,Indonesia,-0.7893,113.9213,"Rice, paddy",1993,43750,2702,1597,27.51
14682,Indonesia,-0.7893,113.9213,Soybeans,1993,11621,2702,1597,25.46
14683,Indonesia,-0.7893,113.9213,Soybeans,1993,11621,2702,1597,27.04
15252,Indonesia,-0.7893,113.9213,"Rice, paddy",2010,50153,2702,1597,25.57
14874,Indonesia,-0.7893,113.9213,Cassava,1999,121763,2702,1597,25.26
14685,Indonesia,-0.7893,113.9213,Soybeans,1993,11621,2702,1597,27.21
14591,Indonesia,-0.7893,113.9213,Cassava,1991,120946,2702,3259,27.21
14592,Indonesia,-0.7893,113.9213,Maize,1991,21505,2702,3259,25.27
15241,Indonesia,-0.7893,113.9213,Maize,2010,44359,2702,1597,27.25
14595,Indonesia,-0.7893,113.9213,Maize,1991,21505,2702,3259,27.05
14751,Indonesia,-0.7893,113.9213,"Rice, paddy",1995,43487,2702,1597,27.28
14691,Indonesia,-0.7893,113.9213,Sweet potatoes,1993,93183,2702,1597,27.21
15197,Indonesia,-0.7893,113.9213,Sweet potatoes,2008,107743,2702,1597,27.34
14600,Indonesia,-0.7893,113.9213,Potatoes,1991,132721,2702,3259,26.92
14601,Indonesia,-0.7893,113.9213,Potatoes,1991,132721,2702,3259,27.05
14602,Indonesia,-0.7893,113.9213,Potatoes,1991,132721,2702,3259,26.61
14876,Indonesia,-0.7893,113.9213,Cassava,1999,121763,2702,1597,26.82
15239,Indonesia,-0.7893,113.9213,Cassava,2010,202174,2702,1597,27.55
14590,Indonesia,-0.7893,113.9213,Cassava,1991,120946,2702,3259,26.61
15232,Indonesia,-0.7893,113.9213,Sweet potatoes,2009,111920,2702,1597,26.98
15233,Indonesia,-0.7893,113.9213,Sweet potatoes,2009,111920,2702,1597,27.69
14692,Indonesia,-0.7893,113.9213,Sweet potatoes,1993,93183,2702,1597,26.88
15240,Indonesia,-0.7893,113.9213,Maize,2010,44359,2702,1597,25.57
15236,Indonesia,-0.7893,113.9213,Cassava,2010,202174,2702,1597,27.69
15245,Indonesia,-0.7893,113.9213,Maize,2010,44359,2702,1597,27.55
14589,Indonesia,-0.7893,113.9213,Cassava,1991,120946,2702,3259,27.05
15265,Indonesia,-0.7893,113.9213,Sweet potatoes,2010,113272,2702,1597,27.25
15249,Indonesia,-0.7893,113.9213,Potatoes,2010,159445,2702,1597,27.46
15268,Indonesia,-0.7893,113.9213,Sweet potatoes,2010,113272,2702,1597,26.94
14588,Indonesia,-0.7893,113.9213,Cassava,1991,120946,2702,3259,26.92
14597,Indonesia,-0.7893,113.9213,Maize,1991,21505,2702,3259,27.21
14753,Indonesia,-0.7893,113.9213,"Rice, paddy",1995,43487,2702,1597,27.32
14596,Indonesia,-0.7893,113.9213,Maize,1991,21505,2702,3259,26.61
15247,Indonesia,-0.7893,113.9213,Potatoes,2010,159445,2702,1597,27.25
15251,Indonesia,-0.7893,113.9213,Potatoes,2010,159445,2702,1597,27.55
15248,Indonesia,-0.7893,113.9213,Potatoes,2010,159445,2702,1597,27.69
14693,Indonesia,-0.7893,113.9213,Sweet potatoes,1993,93183,2702,1597,27.51
15246,Indonesia,-0.7893,113.9213,Potatoes,2010,159445,2702,1597,25.57
15250,Indonesia,-0.7893,113.9213,Potatoes,2010,159445,2702,1597,26.94
14599,Indonesia,-0.7893,113.9213,Potatoes,1991,132721,2702,3259,27.04
14598,Indonesia,-0.7893,113.9213,Potatoes,1991,132721,2702,3259,25.27
15627,Iraq,33.2232,43.6793,Soybeans,2011,8504,216,1795.94,19.78
15626,Iraq,33.2232,43.6793,Soybeans,2011,8504,216,1795.94,23.44
15486,Iraq,33.2232,43.6793,Maize,1999,19167,216,508,24.42
15487,Iraq,33.2232,43.6793,Maize,1999,19167,216,508,20.85
15628,Iraq,33.2232,43.6793,Wheat,2011,19552,216,1795.94,23.44
15629,Iraq,33.2232,43.6793,Wheat,2011,19552,216,1795.94,19.78
15489,Iraq,33.2232,43.6793,Potatoes,1999,164972,216,508,20.85
15625,Iraq,33.2232,43.6793,Sorghum,2011,31873,216,1795.94,19.78
15462,Iraq,33.2232,43.6793,Maize,1997,19836,216,848,22.74
15481,Iraq,33.2232,43.6793,Sorghum,1998,10000,216,755,20.65
15624,Iraq,33.2232,43.6793,Sorghum,2011,31873,216,1795.94,23.44
15482,Iraq,33.2232,43.6793,Soybeans,1998,11181,216,755,24.33
15480,Iraq,33.2232,43.6793,Sorghum,1998,10000,216,755,24.33
15491,Iraq,33.2232,43.6793,"Rice, paddy",1999,13846,216,508,20.85
15488,Iraq,33.2232,43.6793,Potatoes,1999,164972,216,508,24.42
15477,Iraq,33.2232,43.6793,Potatoes,1998,155263,216,755,20.65
15483,Iraq,33.2232,43.6793,Soybeans,1998,11181,216,755,20.65
15479,Iraq,33.2232,43.6793,"Rice, paddy",1998,23438,216,755,20.65
15492,Iraq,33.2232,43.6793,Sorghum,1999,10000,216,508,24.42
15523,Iraq,33.2232,43.6793,Maize,2002,24433,216,878.68,20.1
15478,Iraq,33.2232,43.6793,"Rice, paddy",1998,23438,216,755,24.33
15524,Iraq,33.2232,43.6793,Potatoes,2002,170047,216,878.68,23.76
15522,Iraq,33.2232,43.6793,Maize,2002,24433,216,878.68,23.76
15559,Iraq,33.2232,43.6793,Maize,2006,24255,216,824.14,20.12
15394,Iraq,33.2232,43.6793,"Rice, paddy",1991,22008,216,692,23.21
15494,Iraq,33.2232,43.6793,Soybeans,1999,4365,216,508,24.42
15558,Iraq,33.2232,43.6793,Maize,2006,24255,216,824.14,23.82
15623,Iraq,33.2232,43.6793,"Rice, paddy",2011,35762,216,1795.94,19.78
15622,Iraq,33.2232,43.6793,"Rice, paddy",2011,35762,216,1795.94,23.44
15426,Iraq,33.2232,43.6793,Maize,1994,21333,216,692,23.47
15391,Iraq,33.2232,43.6793,Maize,1991,21857,216,692,19.68
15392,Iraq,33.2232,43.6793,Potatoes,1991,138029,216,692,23.21
15393,Iraq,33.2232,43.6793,Potatoes,1991,138029,216,692,19.68
15430,Iraq,33.2232,43.6793,"Rice, paddy",1994,23497,216,692,23.47
15500,Iraq,33.2232,43.6793,Potatoes,2000,140645,216,548,23.9
15525,Iraq,33.2232,43.6793,Potatoes,2002,170047,216,878.68,20.1
15490,Iraq,33.2232,43.6793,"Rice, paddy",1999,13846,216,508,24.42
15463,Iraq,33.2232,43.6793,Maize,1997,19836,216,848,19.23
15464,Iraq,33.2232,43.6793,Potatoes,1997,154474,216,848,22.74
15574,Iraq,33.2232,43.6793,"Rice, paddy",2007,31630,216,1062.61,23.92
15575,Iraq,33.2232,43.6793,"Rice, paddy",2007,31630,216,1062.61,20.12
15466,Iraq,33.2232,43.6793,"Rice, paddy",1997,20165,216,848,22.74
15531,Iraq,33.2232,43.6793,Soybeans,2002,10000,216,878.68,20.1
15427,Iraq,33.2232,43.6793,Maize,1994,21333,216,692,20.02
15428,Iraq,33.2232,43.6793,Potatoes,1994,166360,216,692,23.47
15471,Iraq,33.2232,43.6793,Soybeans,1997,14000,216,848,19.23
15499,Iraq,33.2232,43.6793,Maize,2000,7560,216,548,20.28
15472,Iraq,33.2232,43.6793,Wheat,1997,7566,216,848,22.74
15501,Iraq,33.2232,43.6793,Potatoes,2000,140645,216,548,20.28
15502,Iraq,33.2232,43.6793,"Rice, paddy",2000,6000,216,548,23.9
15572,Iraq,33.2232,43.6793,Potatoes,2007,179580,216,1062.61,23.92
15493,Iraq,33.2232,43.6793,Sorghum,1999,10000,216,508,20.85
15561,Iraq,33.2232,43.6793,Potatoes,2006,176444,216,824.14,20.12
15465,Iraq,33.2232,43.6793,Potatoes,1997,154474,216,848,19.23
15621,Iraq,33.2232,43.6793,Potatoes,2011,137820,216,1795.94,19.78
15476,Iraq,33.2232,43.6793,Potatoes,1998,155263,216,755,24.33
15576,Iraq,33.2232,43.6793,Sorghum,2007,9722,216,1062.61,23.92
15495,Iraq,33.2232,43.6793,Soybeans,1999,4365,216,508,20.85
15429,Iraq,33.2232,43.6793,Potatoes,1994,166360,216,692,20.02
15568,Iraq,33.2232,43.6793,Wheat,2006,13783,216,824.14,23.82
15641,Iraq,33.2232,43.6793,Wheat,2012,24181,216,1979.27,20.7
15588,Iraq,33.2232,43.6793,Sorghum,2008,9791,216,1245.94,24.09
15589,Iraq,33.2232,43.6793,Sorghum,2008,9791,216,1245.94,20.46
15503,Iraq,33.2232,43.6793,"Rice, paddy",2000,6000,216,548,20.28
15560,Iraq,33.2232,43.6793,Potatoes,2006,176444,216,824.14,23.82
15619,Iraq,33.2232,43.6793,Maize,2011,26077,216,1795.94,19.78
15620,Iraq,33.2232,43.6793,Potatoes,2011,137820,216,1795.94,23.44
15529,Iraq,33.2232,43.6793,Sorghum,2002,3333,216,878.68,20.1
15530,Iraq,33.2232,43.6793,Soybeans,2002,10000,216,878.68,23.76
15518,Iraq,33.2232,43.6793,Soybeans,2001,12000,216,837.47,24.45
15519,Iraq,33.2232,43.6793,Soybeans,2001,12000,216,837.47,20.8
15498,Iraq,33.2232,43.6793,Maize,2000,7560,216,548,23.9
15521,Iraq,33.2232,43.6793,Wheat,2001,7405,216,837.47,20.8
15447,Iraq,33.2232,43.6793,Soybeans,1995,14000,216,816,19.86
15448,Iraq,33.2232,43.6793,Wheat,1995,8052,216,816,23.32
15449,Iraq,33.2232,43.6793,Wheat,1995,8052,216,816,19.86
15570,Iraq,33.2232,43.6793,Maize,2007,24774,216,1062.61,23.92
15571,Iraq,33.2232,43.6793,Maize,2007,24774,216,1062.61,20.12
15573,Iraq,33.2232,43.6793,Potatoes,2007,179580,216,1062.61,20.12
15528,Iraq,33.2232,43.6793,Sorghum,2002,3333,216,878.68,23.76
15562,Iraq,33.2232,43.6793,"Rice, paddy",2006,28867,216,824.14,23.82
15563,Iraq,33.2232,43.6793,"Rice, paddy",2006,28867,216,824.14,20.12
